Running OTrack
Running with no Crash Penalty
Iterations: 0,  Nodes Examined So Far: 26620,  Average Cost: 101
Iterations: 1,  Nodes Examined So Far: 53240,  Average Cost: 101
Iterations: 2,  Nodes Examined So Far: 79860,  Average Cost: 101
Iterations: 3,  Nodes Examined So Far: 106480,  Average Cost: 101
Iterations: 4,  Nodes Examined So Far: 133100,  Average Cost: 101
Iterations: 5,  Nodes Examined So Far: 159720,  Average Cost: 101
Iterations: 6,  Nodes Examined So Far: 186340,  Average Cost: 101
Iterations: 7,  Nodes Examined So Far: 212960,  Average Cost: 101
Iterations: 8,  Nodes Examined So Far: 239580,  Average Cost: 101
Iterations: 9,  Nodes Examined So Far: 266200,  Average Cost: 101
Iterations: 10,  Nodes Examined So Far: 292820,  Average Cost: 101
Iterations: 11,  Nodes Examined So Far: 319440,  Average Cost: 101
Iterations: 12,  Nodes Examined So Far: 346060,  Average Cost: 101
Iterations: 13,  Nodes Examined So Far: 372680,  Average Cost: 101
Iterations: 14,  Nodes Examined So Far: 399300,  Average Cost: 101
Iterations: 15,  Nodes Examined So Far: 425920,  Average Cost: 101
Iterations: 16,  Nodes Examined So Far: 452540,  Average Cost: 101
Iterations: 17,  Nodes Examined So Far: 479160,  Average Cost: 101
Iterations: 18,  Nodes Examined So Far: 505780,  Average Cost: 101
Iterations: 19,  Nodes Examined So Far: 532400,  Average Cost: 101
Iterations: 20,  Nodes Examined So Far: 559020,  Average Cost: 101
Iterations: 21,  Nodes Examined So Far: 585640,  Average Cost: 87.2700000000001
Iterations: 22,  Nodes Examined So Far: 612260,  Average Cost: 24.87
Iterations: 23,  Nodes Examined So Far: 638880,  Average Cost: 24.87
Iterations: 24,  Nodes Examined So Far: 665500,  Average Cost: 24.73
Iterations: 25,  Nodes Examined So Far: 692120,  Average Cost: 25.3
Iterations: 26,  Nodes Examined So Far: 718740,  Average Cost: 25.3
Iterations: 27,  Nodes Examined So Far: 745360,  Average Cost: 24.77
Iterations: 28,  Nodes Examined So Far: 771980,  Average Cost: 24.91
Iterations: 29,  Nodes Examined So Far: 798600,  Average Cost: 24.63
Iterations: 30,  Nodes Examined So Far: 825220,  Average Cost: 24.86
Iterations: 31,  Nodes Examined So Far: 851840,  Average Cost: 25.11
Iterations: 32,  Nodes Examined So Far: 878460,  Average Cost: 24.93
Iterations: 33,  Nodes Examined So Far: 905080,  Average Cost: 24.92
Iterations: 34,  Nodes Examined So Far: 931700,  Average Cost: 24.55
Iterations: 35,  Nodes Examined So Far: 958320,  Average Cost: 25.01
Iterations: 36,  Nodes Examined So Far: 984940,  Average Cost: 24.88
Iterations: 37,  Nodes Examined So Far: 1011560,  Average Cost: 24.95
Iterations: 38,  Nodes Examined So Far: 1038180,  Average Cost: 25.01
Iterations: 39,  Nodes Examined So Far: 1064800,  Average Cost: 24.76
--Writing State Space--
X, Y, DX, DY, Action
22,6,-5,3,(-1,0)
22,6,-5,4,(-1,1)
22,6,-5,5,(-1,0)
22,6,-4,-5,(1,-1)
22,6,-4,-4,(-1,1)
22,6,-4,-3,(-1,1)
22,6,-4,-2,(-1,1)
22,6,-4,-1,(-1,0)
22,6,-4,0,(-1,1)
22,6,-4,1,(1,1)
22,6,-4,2,(-1,1)
22,6,-4,3,(1,1)
22,6,-4,4,(1,1)
22,6,-4,5,(1,0)
22,6,-3,-5,(0,-1)
22,6,-3,-4,(-1,1)
22,6,-3,-3,(-1,1)
22,6,-3,-2,(-1,0)
22,6,-3,-1,(-1,1)
22,6,-3,0,(-1,1)
22,6,-3,1,(0,1)
22,6,-3,2,(-1,1)
22,6,-3,3,(1,1)
22,6,-3,4,(1,1)
22,6,-3,5,(1,0)
22,6,-2,-5,(1,-1)
22,6,-2,-4,(1,-1)
22,6,-2,-3,(-1,1)
22,6,-2,-2,(-1,1)
22,6,-2,-1,(-1,1)
22,6,-2,0,(1,1)
22,6,-2,1,(1,1)
22,6,-2,2,(1,1)
22,6,-2,3,(1,1)
22,6,-2,4,(1,1)
22,6,-2,5,(1,0)
22,6,-1,-5,(1,-1)
22,6,-1,-4,(1,-1)
22,6,-1,-3,(1,-1)
22,6,-1,-2,(1,-1)
22,6,-1,-1,(1,1)
22,6,-1,0,(1,1)
22,6,-1,1,(1,1)
22,6,-1,2,(1,1)
22,6,-1,3,(1,1)
22,6,-1,4,(1,1)
22,6,-1,5,(1,0)
22,6,0,-5,(0,-1)
22,6,0,-4,(1,1)
22,6,0,-3,(1,0)
22,6,0,-2,(1,-1)
22,6,0,-1,(1,1)
22,6,0,0,(0,1)
22,6,0,1,(1,1)
22,6,0,2,(0,1)
22,6,0,3,(0,1)
22,6,0,4,(0,1)
22,6,0,5,(0,0)
22,6,1,-5,(1,-1)
22,6,1,-4,(0,1)
22,6,1,-3,(0,0)
22,6,1,-2,(0,-1)
22,6,1,-1,(0,1)
22,6,1,0,(-1,1)
22,6,1,1,(0,1)
22,6,1,2,(-1,1)
22,6,1,3,(-1,1)
22,6,1,4,(-1,1)
22,6,1,5,(-1,0)
22,6,2,-5,(0,-1)
22,6,2,-4,(-1,1)
22,6,2,-3,(-1,0)
22,6,2,-2,(1,1)
22,6,2,-1,(-1,1)
22,6,2,0,(-1,1)
22,6,2,1,(-1,1)
22,6,2,2,(-1,1)
22,6,2,3,(-1,1)
22,6,2,4,(-1,1)
22,6,2,5,(-1,0)
22,6,3,-5,(-1,-1)
22,6,3,-4,(-1,-1)
22,6,3,-3,(-1,-1)
22,6,3,-2,(0,1)
22,6,3,-1,(-1,1)
22,6,3,0,(-1,1)
22,6,3,1,(-1,0)
22,6,3,2,(-1,1)
22,6,3,3,(-1,1)
22,6,3,4,(-1,1)
22,6,3,5,(-1,0)
22,6,4,-5,(-1,-1)
22,6,4,-4,(-1,-1)
22,6,4,-3,(1,1)
22,6,4,-2,(-1,1)
22,6,4,-1,(-1,0)
22,6,4,0,(-1,-1)
22,6,4,1,(-1,1)
22,6,4,2,(-1,0)
22,6,4,3,(-1,1)
22,6,4,4,(-1,0)
22,6,4,5,(-1,-1)
22,6,5,-5,(-1,-1)
22,6,5,-4,(-1,-1)
22,6,5,-3,(0,1)
22,6,5,-2,(-1,1)
22,6,5,-1,(-1,0)
22,6,5,0,(-1,-1)
22,6,5,1,(-1,1)
22,6,5,2,(-1,0)
22,6,5,3,(-1,-1)
22,6,5,4,(-1,1)
22,6,5,5,(-1,0)
22,7,-5,-5,(-1,1)
22,7,-5,-4,(-1,1)
22,7,-5,-3,(-1,0)
22,7,-5,-2,(-1,1)
22,7,-5,-1,(-1,0)
22,7,-5,0,(-1,1)
22,7,-5,1,(-1,0)
22,7,-5,2,(-1,1)
22,7,-5,3,(-1,0)
22,7,-5,4,(-1,1)
22,7,-5,5,(-1,0)
22,7,-4,-5,(-1,1)
22,7,-4,-4,(-1,1)
22,7,-4,-3,(-1,0)
22,7,-4,-2,(-1,1)
22,7,-4,-1,(-1,0)
22,7,-4,0,(-1,1)
22,7,-4,1,(1,1)
22,7,-4,2,(-1,1)
22,7,-4,3,(1,1)
22,7,-4,4,(1,1)
22,7,-4,5,(1,0)
22,7,-3,-5,(-1,1)
22,7,-3,-4,(-1,1)
22,7,-3,-3,(-1,1)
22,7,-3,-2,(-1,0)
22,7,-3,-1,(-1,1)
22,7,-3,0,(-1,1)
22,7,-3,1,(0,1)
22,7,-3,2,(-1,1)
22,7,-3,3,(1,1)
22,7,-3,4,(1,1)
22,7,-3,5,(1,0)
22,7,-2,-5,(1,-1)
22,7,-2,-4,(-1,1)
22,7,-2,-3,(-1,1)
22,7,-2,-2,(-1,1)
22,7,-2,-1,(-1,1)
22,7,-2,0,(1,1)
22,7,-2,1,(1,1)
22,7,-2,2,(1,1)
22,7,-2,3,(1,1)
22,7,-2,4,(1,1)
22,7,-2,5,(1,0)
22,7,-1,-5,(1,-1)
22,7,-1,-4,(1,-1)
22,7,-1,-3,(1,-1)
22,7,-1,-2,(-1,1)
22,7,-1,-1,(1,1)
22,7,-1,0,(1,1)
22,7,-1,1,(1,1)
22,7,-1,2,(1,1)
22,7,-1,3,(1,1)
22,7,-1,4,(1,0)
22,7,-1,5,(1,-1)
22,7,0,-5,(1,-1)
22,7,0,-4,(1,-1)
22,7,0,-3,(1,-1)
22,7,0,-2,(1,-1)
22,7,0,-1,(1,1)
22,7,0,0,(1,1)
22,7,0,1,(0,1)
22,7,0,2,(0,1)
22,7,0,3,(0,1)
22,7,0,4,(0,0)
22,7,0,5,(0,-1)
22,7,1,-5,(0,-1)
22,7,1,-4,(0,-1)
22,7,1,-3,(1,1)
22,7,1,-2,(1,0)
22,7,1,-1,(0,1)
22,7,1,0,(0,1)
22,7,1,1,(-1,1)
22,7,1,2,(-1,1)
22,7,1,3,(-1,1)
22,7,1,4,(-1,0)
22,7,1,5,(-1,-1)
22,7,2,-5,(-1,-1)
22,7,2,-4,(1,1)
22,7,2,-3,(0,1)
22,7,2,-2,(1,1)
22,7,2,-1,(-1,1)
22,7,2,0,(-1,1)
22,7,2,1,(-1,1)
22,7,2,2,(-1,1)
22,7,2,3,(-1,1)
22,7,2,4,(-1,1)
22,7,2,5,(-1,0)
22,7,3,-5,(1,1)
22,7,3,-4,(0,1)
22,7,3,-3,(-1,1)
22,7,3,-2,(0,1)
22,7,3,-1,(-1,1)
22,7,3,0,(-1,1)
22,7,3,1,(-1,0)
22,7,3,2,(-1,1)
22,7,3,3,(-1,1)
22,7,3,4,(-1,1)
22,7,3,5,(-1,0)
22,7,4,-5,(0,1)
22,7,4,-4,(-1,1)
22,7,4,-3,(1,1)
22,7,4,-2,(-1,1)
22,7,4,-1,(-1,0)
22,7,4,0,(-1,-1)
22,7,4,1,(-1,1)
22,7,4,2,(-1,0)
22,7,4,3,(-1,1)
22,7,4,4,(-1,0)
22,7,4,5,(-1,-1)
22,7,5,-5,(-1,1)
22,7,5,-4,(-1,0)
22,7,5,-3,(0,1)
22,7,5,-2,(-1,1)
22,7,5,-1,(-1,0)
22,7,5,0,(-1,-1)
22,7,5,1,(-1,1)
22,7,5,2,(-1,0)
22,7,5,3,(-1,-1)
22,7,5,4,(-1,1)
22,7,5,5,(-1,0)
22,8,-5,-5,(-1,-1)
22,8,-5,-4,(-1,1)
22,8,-5,-3,(-1,0)
22,8,-5,-2,(-1,1)
22,8,-5,-1,(-1,0)
22,8,-5,0,(-1,1)
22,8,-5,1,(-1,0)
22,8,-5,2,(-1,1)
22,8,-5,3,(-1,0)
22,8,-5,4,(-1,1)
22,8,-5,5,(-1,0)
22,8,-4,-5,(-1,-1)
22,8,-4,-4,(-1,1)
22,8,-4,-3,(-1,0)
22,8,-4,-2,(-1,1)
22,8,-4,-1,(-1,0)
22,8,-4,0,(-1,1)
22,8,-4,1,(1,1)
22,8,-4,2,(-1,1)
22,8,-4,3,(1,1)
22,8,-4,4,(1,1)
22,8,-4,5,(1,0)
22,8,-3,-5,(-1,1)
22,8,-3,-4,(-1,0)
22,8,-3,-3,(-1,1)
22,8,-3,-2,(-1,0)
22,8,-3,-1,(-1,1)
22,8,-3,0,(-1,1)
22,8,-3,1,(0,1)
22,8,-3,2,(-1,1)
22,8,-3,3,(1,1)
22,8,-3,4,(1,1)
22,8,-3,5,(1,0)
22,8,-2,-5,(-1,1)
22,8,-2,-4,(-1,1)
22,8,-2,-3,(-1,0)
22,8,-2,-2,(-1,1)
22,8,-2,-1,(-1,1)
22,8,-2,0,(1,1)
22,8,-2,1,(1,1)
22,8,-2,2,(1,1)
22,8,-2,3,(1,1)
22,8,-2,4,(1,1)
22,8,-2,5,(1,0)
22,8,-1,-5,(1,-1)
22,8,-1,-4,(1,-1)
22,8,-1,-3,(-1,1)
22,8,-1,-2,(1,1)
22,8,-1,-1,(1,1)
22,8,-1,0,(1,1)
22,8,-1,1,(1,1)
22,8,-1,2,(1,1)
22,8,-1,3,(1,1)
22,8,-1,4,(1,1)
22,8,-1,5,(1,0)
22,8,0,-5,(1,-1)
22,8,0,-4,(1,-1)
22,8,0,-3,(1,-1)
22,8,0,-2,(1,1)
22,8,0,-1,(1,1)
22,8,0,0,(1,1)
22,8,0,1,(1,1)
22,8,0,2,(0,1)
22,8,0,3,(0,1)
22,8,0,4,(0,1)
22,8,0,5,(0,0)
22,8,1,-5,(0,-1)
22,8,1,-4,(1,1)
22,8,1,-3,(1,1)
22,8,1,-2,(1,0)
22,8,1,-1,(0,1)
22,8,1,0,(0,1)
22,8,1,1,(0,1)
22,8,1,2,(-1,1)
22,8,1,3,(-1,1)
22,8,1,4,(-1,1)
22,8,1,5,(-1,0)
22,8,2,-5,(1,-1)
22,8,2,-4,(1,1)
22,8,2,-3,(0,1)
22,8,2,-2,(1,1)
22,8,2,-1,(-1,1)
22,8,2,0,(-1,1)
22,8,2,1,(-1,1)
22,8,2,2,(-1,1)
22,8,2,3,(-1,1)
22,8,2,4,(-1,0)
22,8,2,5,(-1,-1)
22,8,3,-5,(1,1)
22,8,3,-4,(0,1)
22,8,3,-3,(-1,1)
22,8,3,-2,(0,1)
22,8,3,-1,(-1,1)
22,8,3,0,(-1,1)
22,8,3,1,(-1,0)
22,8,3,2,(-1,1)
22,8,3,3,(-1,1)
22,8,3,4,(-1,1)
22,8,3,5,(-1,0)
22,8,4,-5,(0,1)
22,8,4,-4,(-1,1)
22,8,4,-3,(1,1)
22,8,4,-2,(-1,1)
22,8,4,-1,(-1,0)
22,8,4,0,(-1,-1)
22,8,4,1,(-1,1)
22,8,4,2,(-1,0)
22,8,4,3,(-1,1)
22,8,4,4,(-1,0)
22,8,4,5,(-1,-1)
22,8,5,-5,(-1,1)
22,8,5,-4,(-1,0)
22,8,5,-3,(0,1)
22,8,5,-2,(-1,1)
22,8,5,-1,(-1,0)
22,8,5,0,(-1,-1)
22,8,5,1,(-1,1)
22,8,5,2,(-1,0)
22,8,5,3,(-1,-1)
22,8,5,4,(-1,1)
22,8,5,5,(-1,0)
22,9,-5,-5,(-1,-1)
22,9,-5,-4,(-1,1)
22,9,-5,-3,(-1,0)
22,9,-5,-2,(-1,1)
22,9,-5,-1,(-1,0)
22,9,-5,0,(-1,1)
22,9,-5,1,(-1,0)
22,9,-5,2,(-1,1)
22,9,-5,3,(-1,0)
22,9,-5,4,(-1,1)
22,9,-5,5,(-1,0)
22,9,-4,-5,(-1,-1)
22,9,-4,-4,(-1,1)
22,9,-4,-3,(-1,0)
22,9,-4,-2,(-1,1)
22,9,-4,-1,(-1,0)
22,9,-4,0,(-1,1)
22,9,-4,1,(1,1)
22,9,-4,2,(-1,1)
22,9,-4,3,(1,1)
22,9,-4,4,(1,1)
22,9,-4,5,(1,0)
22,9,-3,-5,(-1,1)
22,9,-3,-4,(-1,0)
22,9,-3,-3,(-1,1)
22,9,-3,-2,(-1,0)
22,9,-3,-1,(-1,1)
22,9,-3,0,(-1,1)
22,9,-3,1,(0,1)
22,9,-3,2,(-1,1)
22,9,-3,3,(1,1)
22,9,-3,4,(1,1)
22,9,-3,5,(1,0)
22,9,-2,-5,(-1,1)
22,9,-2,-4,(-1,1)
22,9,-2,-3,(-1,0)
22,9,-2,-2,(-1,1)
22,9,-2,-1,(-1,1)
22,9,-2,0,(1,1)
22,9,-2,1,(1,1)
22,9,-2,2,(1,1)
22,9,-2,3,(1,1)
22,9,-2,4,(1,1)
22,9,-2,5,(1,0)
22,9,-1,-5,(1,-1)
22,9,-1,-4,(-1,1)
22,9,-1,-3,(-1,1)
22,9,-1,-2,(1,1)
22,9,-1,-1,(1,1)
22,9,-1,0,(1,1)
22,9,-1,1,(1,1)
22,9,-1,2,(1,1)
22,9,-1,3,(1,1)
22,9,-1,4,(0,1)
22,9,-1,5,(0,0)
22,9,0,-5,(1,-1)
22,9,0,-4,(1,-1)
22,9,0,-3,(1,1)
22,9,0,-2,(1,1)
22,9,0,-1,(1,1)
22,9,0,0,(0,1)
22,9,0,1,(1,1)
22,9,0,2,(0,1)
22,9,0,3,(0,1)
22,9,0,4,(-1,1)
22,9,0,5,(-1,0)
22,9,1,-5,(1,-1)
22,9,1,-4,(1,1)
22,9,1,-3,(1,1)
22,9,1,-2,(1,0)
22,9,1,-1,(0,1)
22,9,1,0,(-1,1)
22,9,1,1,(0,1)
22,9,1,2,(-1,1)
22,9,1,3,(-1,1)
22,9,1,4,(-1,0)
22,9,1,5,(-1,-1)
22,9,2,-5,(1,-1)
22,9,2,-4,(1,1)
22,9,2,-3,(0,1)
22,9,2,-2,(1,1)
22,9,2,-1,(-1,1)
22,9,2,0,(-1,1)
22,9,2,1,(-1,1)
22,9,2,2,(-1,1)
22,9,2,3,(-1,1)
22,9,2,4,(-1,0)
22,9,2,5,(-1,-1)
22,9,3,-5,(1,1)
22,9,3,-4,(0,1)
22,9,3,-3,(-1,1)
22,9,3,-2,(0,1)
22,9,3,-1,(-1,1)
22,9,3,0,(-1,1)
22,9,3,1,(-1,0)
22,9,3,2,(-1,1)
22,9,3,3,(-1,1)
22,9,3,4,(-1,1)
22,9,3,5,(-1,0)
22,9,4,-5,(0,1)
22,9,4,-4,(-1,1)
22,9,4,-3,(1,1)
22,9,4,-2,(-1,1)
22,9,4,-1,(-1,0)
22,9,4,0,(-1,-1)
22,9,4,1,(-1,1)
22,9,4,2,(-1,0)
22,9,4,3,(-1,1)
22,9,4,4,(-1,0)
22,9,4,5,(-1,-1)
22,9,5,-5,(-1,1)
22,9,5,-4,(-1,0)
22,9,5,-3,(0,1)
22,9,5,-2,(-1,1)
22,9,5,-1,(-1,0)
22,9,5,0,(-1,-1)
22,9,5,1,(-1,1)
22,9,5,2,(-1,0)
22,9,5,3,(-1,-1)
22,9,5,4,(-1,1)
22,9,5,5,(-1,0)
22,10,-5,-5,(-1,-1)
22,10,-5,-4,(-1,1)
22,10,-5,-3,(-1,0)
22,10,-5,-2,(-1,1)
22,10,-5,-1,(-1,0)
22,10,-5,0,(-1,1)
22,10,-5,1,(-1,0)
22,10,-5,2,(-1,1)
22,10,-5,3,(-1,0)
22,10,-5,4,(-1,1)
22,10,-5,5,(-1,0)
22,10,-4,-5,(-1,-1)
22,10,-4,-4,(-1,1)
22,10,-4,-3,(-1,0)
22,10,-4,-2,(-1,1)
22,10,-4,-1,(-1,0)
22,10,-4,0,(-1,1)
22,10,-4,1,(1,1)
22,10,-4,2,(-1,1)
22,10,-4,3,(1,1)
22,10,-4,4,(1,1)
22,10,-4,5,(1,0)
22,10,-3,-5,(-1,1)
22,10,-3,-4,(-1,0)
22,10,-3,-3,(-1,1)
22,10,-3,-2,(-1,0)
22,10,-3,-1,(-1,1)
22,10,-3,0,(-1,1)
22,10,-3,1,(0,1)
22,10,-3,2,(-1,1)
22,10,-3,3,(1,1)
22,10,-3,4,(1,1)
22,10,-3,5,(1,0)
22,10,-2,-5,(-1,1)
22,10,-2,-4,(-1,1)
22,10,-2,-3,(-1,0)
22,10,-2,-2,(-1,1)
22,10,-2,-1,(-1,1)
22,10,-2,0,(1,1)
22,10,-2,1,(1,1)
22,10,-2,2,(1,1)
22,10,-2,3,(1,1)
22,10,-2,4,(1,1)
22,10,-2,5,(1,0)
22,10,-1,-5,(-1,1)
22,10,-1,-4,(-1,1)
22,10,-1,-3,(-1,1)
22,10,-1,-2,(1,1)
22,10,-1,-1,(1,1)
22,10,-1,0,(1,1)
22,10,-1,1,(1,1)
22,10,-1,2,(1,1)
22,10,-1,3,(1,1)
22,10,-1,4,(0,1)
22,10,-1,5,(0,0)
22,10,0,-5,(1,-1)
22,10,0,-4,(1,1)
22,10,0,-3,(1,1)
22,10,0,-2,(1,1)
22,10,0,-1,(1,1)
22,10,0,0,(0,1)
22,10,0,1,(0,1)
22,10,0,2,(0,1)
22,10,0,3,(0,1)
22,10,0,4,(-1,1)
22,10,0,5,(-1,0)
22,10,1,-5,(1,-1)
22,10,1,-4,(1,1)
22,10,1,-3,(1,1)
22,10,1,-2,(1,0)
22,10,1,-1,(0,1)
22,10,1,0,(-1,1)
22,10,1,1,(-1,1)
22,10,1,2,(-1,1)
22,10,1,3,(-1,1)
22,10,1,4,(-1,0)
22,10,1,5,(-1,-1)
22,10,2,-5,(1,-1)
22,10,2,-4,(1,1)
22,10,2,-3,(0,1)
22,10,2,-2,(1,1)
22,10,2,-1,(-1,1)
22,10,2,0,(-1,1)
22,10,2,1,(-1,1)
22,10,2,2,(-1,1)
22,10,2,3,(-1,1)
22,10,2,4,(-1,1)
22,10,2,5,(-1,0)
22,10,3,-5,(1,1)
22,10,3,-4,(0,1)
22,10,3,-3,(-1,1)
22,10,3,-2,(0,1)
22,10,3,-1,(-1,1)
22,10,3,0,(-1,1)
22,10,3,1,(-1,0)
22,10,3,2,(-1,1)
22,10,3,3,(-1,1)
22,10,3,4,(-1,1)
22,10,3,5,(-1,0)
22,10,4,-5,(0,1)
22,10,4,-4,(-1,1)
22,10,4,-3,(1,1)
22,10,4,-2,(-1,1)
22,10,4,-1,(-1,0)
22,10,4,0,(-1,-1)
22,10,4,1,(-1,1)
22,10,4,2,(-1,0)
22,10,4,3,(-1,1)
22,10,4,4,(-1,0)
22,10,4,5,(-1,-1)
22,10,5,-5,(-1,1)
22,10,5,-4,(-1,0)
22,10,5,-3,(0,1)
22,10,5,-2,(-1,1)
22,10,5,-1,(-1,0)
22,10,5,0,(-1,-1)
22,10,5,1,(-1,1)
22,10,5,2,(-1,0)
22,10,5,3,(-1,-1)
22,10,5,4,(-1,1)
22,10,5,5,(-1,0)
22,11,-5,-5,(-1,-1)
22,11,-5,-4,(-1,1)
22,11,-5,-3,(-1,0)
22,11,-5,-2,(-1,1)
22,11,-5,-1,(-1,0)
22,11,-5,0,(-1,1)
22,11,-5,1,(-1,0)
22,11,-5,2,(-1,1)
22,11,-5,3,(-1,0)
22,11,-5,4,(-1,1)
22,11,-5,5,(-1,0)
22,11,-4,-5,(-1,-1)
22,11,-4,-4,(-1,1)
22,11,-4,-3,(-1,0)
22,11,-4,-2,(-1,1)
22,11,-4,-1,(-1,0)
22,11,-4,0,(-1,1)
22,11,-4,1,(1,1)
22,11,-4,2,(-1,1)
22,11,-4,3,(1,1)
22,11,-4,4,(1,1)
22,11,-4,5,(1,0)
22,11,-3,-5,(-1,1)
22,11,-3,-4,(-1,0)
22,11,-3,-3,(-1,1)
22,11,-3,-2,(-1,0)
22,11,-3,-1,(-1,1)
22,11,-3,0,(-1,1)
22,11,-3,1,(0,1)
22,11,-3,2,(1,1)
22,11,-3,3,(1,1)
22,11,-3,4,(1,1)
22,11,-3,5,(1,0)
22,11,-2,-5,(-1,1)
22,11,-2,-4,(-1,1)
22,11,-2,-3,(-1,0)
22,11,-2,-2,(-1,1)
22,11,-2,-1,(-1,1)
22,11,-2,0,(1,1)
22,11,-2,1,(1,1)
22,11,-2,2,(1,1)
22,11,-2,3,(1,1)
22,11,-2,4,(1,1)
22,11,-2,5,(1,0)
22,11,-1,-5,(-1,1)
22,11,-1,-4,(-1,1)
22,11,-1,-3,(-1,1)
22,11,-1,-2,(1,1)
22,11,-1,-1,(1,1)
22,11,-1,0,(1,1)
22,11,-1,1,(1,1)
22,11,-1,2,(1,1)
22,11,-1,3,(0,1)
22,11,-1,4,(0,1)
22,11,-1,5,(0,0)
22,11,0,-5,(1,1)
22,11,0,-4,(1,1)
22,11,0,-3,(1,1)
22,11,0,-2,(1,1)
22,11,0,-1,(1,1)
22,11,0,0,(1,1)
22,11,0,1,(0,1)
22,11,0,2,(0,1)
22,11,0,3,(-1,1)
22,11,0,4,(-1,1)
22,11,0,5,(-1,0)
22,11,1,-5,(1,-1)
22,11,1,-4,(1,1)
22,11,1,-3,(1,1)
22,11,1,-2,(1,0)
22,11,1,-1,(0,1)
22,11,1,0,(0,1)
22,11,1,1,(-1,1)
22,11,1,2,(-1,1)
22,11,1,3,(-1,1)
22,11,1,4,(-1,0)
22,11,1,5,(-1,-1)
22,11,2,-5,(1,-1)
22,11,2,-4,(1,1)
22,11,2,-3,(0,1)
22,11,2,-2,(1,1)
22,11,2,-1,(-1,1)
22,11,2,0,(-1,1)
22,11,2,1,(-1,1)
22,11,2,2,(-1,1)
22,11,2,3,(-1,1)
22,11,2,4,(-1,0)
22,11,2,5,(-1,-1)
22,11,3,-5,(1,1)
22,11,3,-4,(0,1)
22,11,3,-3,(-1,1)
22,11,3,-2,(0,1)
22,11,3,-1,(-1,1)
22,11,3,0,(-1,1)
22,11,3,1,(-1,0)
22,11,3,2,(-1,1)
22,11,3,3,(-1,1)
22,11,3,4,(-1,1)
22,11,3,5,(-1,0)
22,11,4,-5,(0,1)
22,11,4,-4,(-1,1)
22,11,4,-3,(1,1)
22,11,4,-2,(-1,1)
22,11,4,-1,(-1,0)
22,11,4,0,(-1,-1)
22,11,4,1,(-1,1)
22,11,4,2,(-1,0)
22,11,4,3,(-1,1)
22,11,4,4,(-1,0)
22,11,4,5,(-1,-1)
22,11,5,-5,(-1,1)
22,11,5,-4,(-1,0)
22,11,5,-3,(0,1)
22,11,5,-2,(-1,1)
22,11,5,-1,(-1,0)
22,11,5,0,(-1,-1)
22,11,5,1,(-1,1)
22,11,5,2,(-1,0)
22,11,5,3,(-1,-1)
22,11,5,4,(-1,1)
22,11,5,5,(-1,0)
22,12,-5,-5,(-1,-1)
22,12,-5,-4,(-1,1)
22,12,-5,-3,(-1,0)
22,12,-5,-2,(-1,1)
22,12,-5,-1,(-1,0)
22,12,-5,0,(-1,1)
22,12,-5,1,(-1,0)
22,12,-5,2,(-1,1)
22,12,-5,3,(-1,0)
22,12,-5,4,(-1,1)
22,12,-5,5,(-1,0)
22,12,-4,-5,(-1,-1)
22,12,-4,-4,(-1,1)
22,12,-4,-3,(-1,0)
22,12,-4,-2,(-1,1)
22,12,-4,-1,(-1,0)
22,12,-4,0,(-1,1)
22,12,-4,1,(1,1)
22,12,-4,2,(-1,1)
22,12,-4,3,(1,1)
22,12,-4,4,(1,1)
22,12,-4,5,(1,0)
22,12,-3,-5,(-1,1)
22,12,-3,-4,(-1,0)
22,12,-3,-3,(-1,1)
22,12,-3,-2,(-1,0)
22,12,-3,-1,(-1,1)
22,12,-3,0,(-1,1)
22,12,-3,1,(0,1)
22,12,-3,2,(-1,1)
22,12,-3,3,(1,1)
22,12,-3,4,(1,1)
22,12,-3,5,(1,0)
22,12,-2,-5,(-1,1)
22,12,-2,-4,(-1,1)
22,12,-2,-3,(-1,0)
22,12,-2,-2,(-1,1)
22,12,-2,-1,(-1,1)
22,12,-2,0,(1,1)
22,12,-2,1,(1,1)
22,12,-2,2,(1,1)
22,12,-2,3,(1,1)
22,12,-2,4,(1,0)
22,12,-2,5,(1,-1)
22,12,-1,-5,(-1,1)
22,12,-1,-4,(-1,1)
22,12,-1,-3,(-1,1)
22,12,-1,-2,(1,1)
22,12,-1,-1,(1,1)
22,12,-1,0,(1,1)
22,12,-1,1,(1,1)
22,12,-1,2,(1,1)
22,12,-1,3,(1,1)
22,12,-1,4,(1,0)
22,12,-1,5,(1,-1)
22,12,0,-5,(1,1)
22,12,0,-4,(1,1)
22,12,0,-3,(1,1)
22,12,0,-2,(1,1)
22,12,0,-1,(1,1)
22,12,0,0,(0,1)
22,12,0,1,(0,1)
22,12,0,2,(0,1)
22,12,0,3,(0,1)
22,12,0,4,(0,0)
22,12,0,5,(0,-1)
22,12,1,-5,(1,-1)
22,12,1,-4,(1,1)
22,12,1,-3,(1,1)
22,12,1,-2,(1,0)
22,12,1,-1,(0,1)
22,12,1,0,(-1,1)
22,12,1,1,(-1,1)
22,12,1,2,(-1,1)
22,12,1,3,(-1,1)
22,12,1,4,(-1,0)
22,12,1,5,(-1,-1)
22,12,2,-5,(1,-1)
22,12,2,-4,(1,1)
22,12,2,-3,(0,1)
22,12,2,-2,(1,1)
22,12,2,-1,(-1,1)
22,12,2,0,(-1,1)
22,12,2,1,(-1,1)
22,12,2,2,(-1,1)
